img_number,spike position,spike time
27741,(12 12)to(14 14),-
27742,(12 12)to(14 14),-
27743,(12 12)to(14 14),-
27744,(12 12)to(14 14),-
27745,(12 12)to(14 14),-
27746,(12 12)to(14 14),-
27747,(12 12)to(14 14),-
27748,(12 12)to(14 14),-
27749,(12 12)to(14 14),6
27750,(12 12)to(14 14),4
27751,(12 12)to(14 14),-
27752,(12 12)to(14 14),-
27753,(12 12)to(14 14),-
27754,(12 12)to(14 14),-
27755,(12 12)to(14 14),-
27756,(12 12)to(14 14),-
27757,(12 12)to(14 14),-
27758,(12 12)to(14 14),-
27759,(12 12)to(14 14),-
27760,(12 12)to(14 14),-
27761,(12 12)to(14 14),-
27762,(12 12)to(14 14),-
27763,(12 12)to(14 14),-
27764,(12 12)to(14 14),-
27765,(12 12)to(14 14),6
27766,(12 12)to(14 14),-
27767,(12 12)to(14 14),-
27768,(12 12)to(14 14),-
27769,(12 12)to(14 14),-
27770,(12 12)to(14 14),-
27771,(12 12)to(14 14),-
27772,(12 12)to(14 14),-
27773,(12 12)to(14 14),-
27774,(12 12)to(14 14),-
27775,(12 12)to(14 14),-
27776,(12 12)to(14 14),-
27777,(12 12)to(14 14),-
27778,(12 12)to(14 14),-
27779,(12 12)to(14 14),-
27780,(12 12)to(14 14),-
27781,(12 12)to(14 14),-
27782,(12 12)to(14 14),-
27783,(12 12)to(14 14),-
27784,(12 12)to(14 14),-
27785,(12 12)to(14 14),-
27786,(12 12)to(14 14),-
27787,(12 12)to(14 14),-
27788,(12 12)to(14 14),-
27789,(12 12)to(14 14),-
27790,(12 12)to(14 14),-
27791,(12 12)to(14 14),-
27792,(12 12)to(14 14),-
27793,(12 12)to(14 14),-
27794,(12 12)to(14 14),-
27795,(12 12)to(14 14),-
27796,(12 12)to(14 14),-
27797,(12 12)to(14 14),-
27798,(12 12)to(14 14),6
27799,(12 12)to(14 14),-
27800,(12 12)to(14 14),-
27801,(12 12)to(14 14),-
27802,(12 12)to(14 14),6
27803,(12 12)to(14 14),-
27804,(12 12)to(14 14),-
27805,(12 12)to(14 14),-
27806,(12 12)to(14 14),-
27807,(12 12)to(14 14),-
27808,(12 12)to(14 14),-
27809,(12 12)to(14 14),-
27810,(12 12)to(14 14),-
27811,(12 12)to(14 14),5
27812,(12 12)to(14 14),-
27813,(12 12)to(14 14),-
27814,(12 12)to(14 14),-
27815,(12 12)to(14 14),-
27816,(12 12)to(14 14),-
27817,(12 12)to(14 14),-
27818,(12 12)to(14 14),-
27819,(12 12)to(14 14),-
27820,(12 12)to(14 14),-
27821,(12 12)to(14 14),-
27822,(12 12)to(14 14),-
27823,(12 12)to(14 14),5
27824,(12 12)to(14 14),-
27825,(12 12)to(14 14),-
27826,(12 12)to(14 14),-
27827,(12 12)to(14 14),-
27828,(12 12)to(14 14),-
27829,(12 12)to(14 14),5
27830,(12 12)to(14 14),6
27831,(12 12)to(14 14),-
27832,(12 12)to(14 14),-
27833,(12 12)to(14 14),-
27834,(12 12)to(14 14),-
27835,(12 12)to(14 14),-
27836,(12 12)to(14 14),6
27837,(12 12)to(14 14),-
27838,(12 12)to(14 14),-
27839,(12 12)to(14 14),-
27840,(12 12)to(14 14),-
27841,(12 12)to(14 14),-
27842,(12 12)to(14 14),-
27843,(12 12)to(14 14),-
27844,(12 12)to(14 14),-
27845,(12 12)to(14 14),-
27846,(12 12)to(14 14),-
27847,(12 12)to(14 14),-
27848,(12 12)to(14 14),-
27849,(12 12)to(14 14),-
27850,(12 12)to(14 14),-
27851,(12 12)to(14 14),-
27852,(12 12)to(14 14),-
27853,(12 12)to(14 14),-
27854,(12 12)to(14 14),-
27855,(12 12)to(14 14),-
27856,(12 12)to(14 14),-
27857,(12 12)to(14 14),-
27858,(12 12)to(14 14),5
27859,(12 12)to(14 14),-
27860,(12 12)to(14 14),-
27861,(12 12)to(14 14),-
27862,(12 12)to(14 14),-
27863,(12 12)to(14 14),-
27864,(12 12)to(14 14),-
27865,(12 12)to(14 14),-
27866,(12 12)to(14 14),-
27867,(12 12)to(14 14),-
27868,(12 12)to(14 14),-
27869,(12 12)to(14 14),5
27870,(12 12)to(14 14),-
27871,(12 12)to(14 14),-
27872,(12 12)to(14 14),-
27873,(12 12)to(14 14),-
27874,(12 12)to(14 14),-
27875,(12 12)to(14 14),-
27876,(12 12)to(14 14),-
27877,(12 12)to(14 14),-
27878,(12 12)to(14 14),5
27879,(12 12)to(14 14),-
27880,(12 12)to(14 14),-
27881,(12 12)to(14 14),-
27882,(12 12)to(14 14),-
27883,(12 12)to(14 14),-
27884,(12 12)to(14 14),-
27885,(12 12)to(14 14),-
27886,(12 12)to(14 14),-
27887,(12 12)to(14 14),-
27888,(12 12)to(14 14),-
27889,(12 12)to(14 14),-
27890,(12 12)to(14 14),-
27891,(12 12)to(14 14),-
27892,(12 12)to(14 14),-
27893,(12 12)to(14 14),-
27894,(12 12)to(14 14),-
27895,(12 12)to(14 14),-
27896,(12 12)to(14 14),-
27897,(12 12)to(14 14),5
27898,(12 12)to(14 14),-
27899,(12 12)to(14 14),-
27900,(12 12)to(14 14),-
27901,(12 12)to(14 14),-
27902,(12 12)to(14 14),5
27903,(12 12)to(14 14),5
27904,(12 12)to(14 14),-
27905,(12 12)to(14 14),-
27906,(12 12)to(14 14),-
27907,(12 12)to(14 14),-
27908,(12 12)to(14 14),-
27909,(12 12)to(14 14),-
27910,(12 12)to(14 14),-
27911,(12 12)to(14 14),-
27912,(12 12)to(14 14),-
27913,(12 12)to(14 14),-
27914,(12 12)to(14 14),-
27915,(12 12)to(14 14),-
27916,(12 12)to(14 14),-
27917,(12 12)to(14 14),-
27918,(12 12)to(14 14),-
27919,(12 12)to(14 14),-
27920,(12 12)to(14 14),-
27921,(12 12)to(14 14),4
27922,(12 12)to(14 14),-
27923,(12 12)to(14 14),6
27924,(12 12)to(14 14),-
27925,(12 12)to(14 14),-
27926,(12 12)to(14 14),-
27927,(12 12)to(14 14),-
27928,(12 12)to(14 14),-
27929,(12 12)to(14 14),-
27930,(12 12)to(14 14),-
27931,(12 12)to(14 14),-
27932,(12 12)to(14 14),5
27933,(12 12)to(14 14),-
27934,(12 12)to(14 14),-
27935,(12 12)to(14 14),-
27936,(12 12)to(14 14),-
27937,(12 12)to(14 14),-
27938,(12 12)to(14 14),-
27939,(12 12)to(14 14),-
27940,(12 12)to(14 14),-
27941,(12 12)to(14 14),-
27942,(12 12)to(14 14),-
27943,(12 12)to(14 14),-
27944,(12 12)to(14 14),-
27945,(12 12)to(14 14),6
27946,(12 12)to(14 14),-
27947,(12 12)to(14 14),-
27948,(12 12)to(14 14),-
27949,(12 12)to(14 14),-
27950,(12 12)to(14 14),-
27951,(12 12)to(14 14),5
27952,(12 12)to(14 14),-
27953,(12 12)to(14 14),-
27954,(12 12)to(14 14),-
27955,(12 12)to(14 14),-
27956,(12 12)to(14 14),-
27957,(12 12)to(14 14),-
27958,(12 12)to(14 14),-
27959,(12 12)to(14 14),-
27960,(12 12)to(14 14),6
27961,(12 12)to(14 14),-
27962,(12 12)to(14 14),-
27963,(12 12)to(14 14),-
27964,(12 12)to(14 14),-
27965,(12 12)to(14 14),5
27966,(12 12)to(14 14),5
27967,(12 12)to(14 14),-
27968,(12 12)to(14 14),-
27969,(12 12)to(14 14),-
27970,(12 12)to(14 14),-
27971,(12 12)to(14 14),-
27972,(12 12)to(14 14),6
27973,(12 12)to(14 14),-
27974,(12 12)to(14 14),-
27975,(12 12)to(14 14),-
27976,(12 12)to(14 14),-
27977,(12 12)to(14 14),-
27978,(12 12)to(14 14),-
27979,(12 12)to(14 14),-
27980,(12 12)to(14 14),-
27981,(12 12)to(14 14),-
27982,(12 12)to(14 14),-
27983,(12 12)to(14 14),-
27984,(12 12)to(14 14),-
27985,(12 12)to(14 14),-
27986,(12 12)to(14 14),5
27987,(12 12)to(14 14),-
27988,(12 12)to(14 14),-
27989,(12 12)to(14 14),-
27990,(12 12)to(14 14),-
27991,(12 12)to(14 14),-
27992,(12 12)to(14 14),-
27993,(12 12)to(14 14),6
27994,(12 12)to(14 14),-
27995,(12 12)to(14 14),-
27996,(12 12)to(14 14),6
27997,(12 12)to(14 14),-
27998,(12 12)to(14 14),-
27999,(12 12)to(14 14),-
28000,(12 12)to(14 14),-
28001,(12 12)to(14 14),-
28002,(12 12)to(14 14),-
28003,(12 12)to(14 14),-
28004,(12 12)to(14 14),-
28005,(12 12)to(14 14),-
28006,(12 12)to(14 14),-
28007,(12 12)to(14 14),-
28008,(12 12)to(14 14),-
28009,(12 12)to(14 14),-
28010,(12 12)to(14 14),-
28011,(12 12)to(14 14),-
28012,(12 12)to(14 14),-
28013,(12 12)to(14 14),-
28014,(12 12)to(14 14),-
28015,(12 12)to(14 14),-
28016,(12 12)to(14 14),-
28017,(12 12)to(14 14),-
28018,(12 12)to(14 14),-
28019,(12 12)to(14 14),-
28020,(12 12)to(14 14),-
28021,(12 12)to(14 14),5
28022,(12 12)to(14 14),-
28023,(12 12)to(14 14),-
28024,(12 12)to(14 14),-
28025,(12 12)to(14 14),-
28026,(12 12)to(14 14),5
28027,(12 12)to(14 14),-
28028,(12 12)to(14 14),-
28029,(12 12)to(14 14),-
28030,(12 12)to(14 14),5
28031,(12 12)to(14 14),5
28032,(12 12)to(14 14),-
28033,(12 12)to(14 14),-
28034,(12 12)to(14 14),-
28035,(12 12)to(14 14),-
28036,(12 12)to(14 14),-
28037,(12 12)to(14 14),-
28038,(12 12)to(14 14),-
28039,(12 12)to(14 14),-
28040,(12 12)to(14 14),-
28041,(12 12)to(14 14),-
28042,(12 12)to(14 14),-
28043,(12 12)to(14 14),-
28044,(12 12)to(14 14),-
28045,(12 12)to(14 14),-
28046,(12 12)to(14 14),-
28047,(12 12)to(14 14),-
28048,(12 12)to(14 14),-
28049,(12 12)to(14 14),-
28050,(12 12)to(14 14),6
28051,(12 12)to(14 14),-
28052,(12 12)to(14 14),-
28053,(12 12)to(14 14),-
28054,(12 12)to(14 14),-
28055,(12 12)to(14 14),-
28056,(12 12)to(14 14),-
28057,(12 12)to(14 14),-
28058,(12 12)to(14 14),-
28059,(12 12)to(14 14),-
28060,(12 12)to(14 14),-
28061,(12 12)to(14 14),-
28062,(12 12)to(14 14),-
28063,(12 12)to(14 14),-
28064,(12 12)to(14 14),5
28065,(12 12)to(14 14),-
28066,(12 12)to(14 14),-
28067,(12 12)to(14 14),-
28068,(12 12)to(14 14),-
28069,(12 12)to(14 14),-
28070,(12 12)to(14 14),-
28071,(12 12)to(14 14),-
28072,(12 12)to(14 14),-
28073,(12 12)to(14 14),-
28074,(12 12)to(14 14),-
28075,(12 12)to(14 14),-
28076,(12 12)to(14 14),-
28077,(12 12)to(14 14),-
28078,(12 12)to(14 14),-
28079,(12 12)to(14 14),-
28080,(12 12)to(14 14),-
28081,(12 12)to(14 14),-
28082,(12 12)to(14 14),5
28083,(12 12)to(14 14),-
28084,(12 12)to(14 14),5
28085,(12 12)to(14 14),-
28086,(12 12)to(14 14),-
28087,(12 12)to(14 14),-
28088,(12 12)to(14 14),-
28089,(12 12)to(14 14),-
28090,(12 12)to(14 14),-
28091,(12 12)to(14 14),-
28092,(12 12)to(14 14),-
28093,(12 12)to(14 14),-
28094,(12 12)to(14 14),-
28095,(12 12)to(14 14),-
28096,(12 12)to(14 14),-
28097,(12 12)to(14 14),-
28098,(12 12)to(14 14),-
28099,(12 12)to(14 14),-
28100,(12 12)to(14 14),4
28101,(12 12)to(14 14),-
28102,(12 12)to(14 14),-
28103,(12 12)to(14 14),-
28104,(12 12)to(14 14),5
28105,(12 12)to(14 14),-
28106,(12 12)to(14 14),-
28107,(12 12)to(14 14),-
28108,(12 12)to(14 14),-
28109,(12 12)to(14 14),-
28110,(12 12)to(14 14),-
28111,(12 12)to(14 14),-
28112,(12 12)to(14 14),-
28113,(12 12)to(14 14),-
28114,(12 12)to(14 14),-
28115,(12 12)to(14 14),-
28116,(12 12)to(14 14),-
28117,(12 12)to(14 14),-
28118,(12 12)to(14 14),-
28119,(12 12)to(14 14),-
28120,(12 12)to(14 14),-
28121,(12 12)to(14 14),5
28122,(12 12)to(14 14),6
28123,(12 12)to(14 14),-
28124,(12 12)to(14 14),-
28125,(12 12)to(14 14),-
28126,(12 12)to(14 14),-
28127,(12 12)to(14 14),-
28128,(12 12)to(14 14),-
28129,(12 12)to(14 14),-
28130,(12 12)to(14 14),-
28131,(12 12)to(14 14),-
28132,(12 12)to(14 14),-
28133,(12 12)to(14 14),-
28134,(12 12)to(14 14),6
28135,(12 12)to(14 14),-
28136,(12 12)to(14 14),-
28137,(12 12)to(14 14),-
28138,(12 12)to(14 14),-
28139,(12 12)to(14 14),-
28140,(12 12)to(14 14),-
28141,(12 12)to(14 14),-
28142,(12 12)to(14 14),5
28143,(12 12)to(14 14),-
28144,(12 12)to(14 14),-
28145,(12 12)to(14 14),-
28146,(12 12)to(14 14),-
28147,(12 12)to(14 14),4
28148,(12 12)to(14 14),-
28149,(12 12)to(14 14),-
28150,(12 12)to(14 14),-
28151,(12 12)to(14 14),-
28152,(12 12)to(14 14),5
28153,(12 12)to(14 14),-
28154,(12 12)to(14 14),-
28155,(12 12)to(14 14),-
28156,(12 12)to(14 14),-
28157,(12 12)to(14 14),-
28158,(12 12)to(14 14),-
28159,(12 12)to(14 14),-
28160,(12 12)to(14 14),-
28161,(12 12)to(14 14),-
28162,(12 12)to(14 14),5
28163,(12 12)to(14 14),-
28164,(12 12)to(14 14),-
28165,(12 12)to(14 14),-
28166,(12 12)to(14 14),-
28167,(12 12)to(14 14),-
28168,(12 12)to(14 14),-
28169,(12 12)to(14 14),-
28170,(12 12)to(14 14),-
28171,(12 12)to(14 14),-
28172,(12 12)to(14 14),-
28173,(12 12)to(14 14),-
28174,(12 12)to(14 14),6
28175,(12 12)to(14 14),-
28176,(12 12)to(14 14),-
28177,(12 12)to(14 14),-
28178,(12 12)to(14 14),-
28179,(12 12)to(14 14),-
28180,(12 12)to(14 14),-
28181,(12 12)to(14 14),-
28182,(12 12)to(14 14),-
28183,(12 12)to(14 14),-
28184,(12 12)to(14 14),-
28185,(12 12)to(14 14),-
28186,(12 12)to(14 14),-
28187,(12 12)to(14 14),-
28188,(12 12)to(14 14),-
28189,(12 12)to(14 14),-
28190,(12 12)to(14 14),-
28191,(12 12)to(14 14),-
28192,(12 12)to(14 14),-
28193,(12 12)to(14 14),-
28194,(12 12)to(14 14),-
28195,(12 12)to(14 14),6
28196,(12 12)to(14 14),-
28197,(12 12)to(14 14),-
28198,(12 12)to(14 14),-
28199,(12 12)to(14 14),-
28200,(12 12)to(14 14),-
28201,(12 12)to(14 14),5
28202,(12 12)to(14 14),-
28203,(12 12)to(14 14),-
28204,(12 12)to(14 14),-
28205,(12 12)to(14 14),-
28206,(12 12)to(14 14),-
28207,(12 12)to(14 14),-
28208,(12 12)to(14 14),-
28209,(12 12)to(14 14),-
28210,(12 12)to(14 14),-
28211,(12 12)to(14 14),-
28212,(12 12)to(14 14),-
28213,(12 12)to(14 14),-
28214,(12 12)to(14 14),-
28215,(12 12)to(14 14),-
28216,(12 12)to(14 14),-
28217,(12 12)to(14 14),-
28218,(12 12)to(14 14),-
28219,(12 12)to(14 14),-
28220,(12 12)to(14 14),4
28221,(12 12)to(14 14),-
28222,(12 12)to(14 14),-
28223,(12 12)to(14 14),-
28224,(12 12)to(14 14),-
28225,(12 12)to(14 14),-
28226,(12 12)to(14 14),-
28227,(12 12)to(14 14),-
28228,(12 12)to(14 14),-
28229,(12 12)to(14 14),-
28230,(12 12)to(14 14),-
28231,(12 12)to(14 14),5
28232,(12 12)to(14 14),-
28233,(12 12)to(14 14),-
28234,(12 12)to(14 14),5
28235,(12 12)to(14 14),-
28236,(12 12)to(14 14),-
28237,(12 12)to(14 14),-
28238,(12 12)to(14 14),-
28239,(12 12)to(14 14),-
28240,(12 12)to(14 14),-
28241,(12 12)to(14 14),5
28242,(12 12)to(14 14),5
28243,(12 12)to(14 14),-
28244,(12 12)to(14 14),5
28245,(12 12)to(14 14),-
28246,(12 12)to(14 14),-
28247,(12 12)to(14 14),-
28248,(12 12)to(14 14),-
28249,(12 12)to(14 14),-
28250,(12 12)to(14 14),-
28251,(12 12)to(14 14),-
28252,(12 12)to(14 14),-
28253,(12 12)to(14 14),-
28254,(12 12)to(14 14),-
28255,(12 12)to(14 14),-
28256,(12 12)to(14 14),5
28257,(12 12)to(14 14),-
28258,(12 12)to(14 14),-
28259,(12 12)to(14 14),-
28260,(12 12)to(14 14),-
28261,(12 12)to(14 14),-
28262,(12 12)to(14 14),-
28263,(12 12)to(14 14),-
28264,(12 12)to(14 14),-
28265,(12 12)to(14 14),-
28266,(12 12)to(14 14),4
28267,(12 12)to(14 14),-
28268,(12 12)to(14 14),-
28269,(12 12)to(14 14),-
28270,(12 12)to(14 14),-
28271,(12 12)to(14 14),-
28272,(12 12)to(14 14),-
28273,(12 12)to(14 14),-
28274,(12 12)to(14 14),-
28275,(12 12)to(14 14),-
28276,(12 12)to(14 14),-
28277,(12 12)to(14 14),-
28278,(12 12)to(14 14),6
28279,(12 12)to(14 14),-
28280,(12 12)to(14 14),-
28281,(12 12)to(14 14),-
28282,(12 12)to(14 14),-
28283,(12 12)to(14 14),-
28284,(12 12)to(14 14),-
28285,(12 12)to(14 14),-
28286,(12 12)to(14 14),6
28287,(12 12)to(14 14),-
28288,(12 12)to(14 14),-
28289,(12 12)to(14 14),-
28290,(12 12)to(14 14),-
28291,(12 12)to(14 14),-
28292,(12 12)to(14 14),-
28293,(12 12)to(14 14),6
28294,(12 12)to(14 14),-
28295,(12 12)to(14 14),-
28296,(12 12)to(14 14),-
28297,(12 12)to(14 14),-
28298,(12 12)to(14 14),5
28299,(12 12)to(14 14),-
28300,(12 12)to(14 14),-
28301,(12 12)to(14 14),-
28302,(12 12)to(14 14),-
28303,(12 12)to(14 14),-
28304,(12 12)to(14 14),-
28305,(12 12)to(14 14),-
28306,(12 12)to(14 14),-
28307,(12 12)to(14 14),-
28308,(12 12)to(14 14),-
28309,(12 12)to(14 14),-
28310,(12 12)to(14 14),-
28311,(12 12)to(14 14),-
28312,(12 12)to(14 14),-
28313,(12 12)to(14 14),-
28314,(12 12)to(14 14),-
28315,(12 12)to(14 14),-
28316,(12 12)to(14 14),-
28317,(12 12)to(14 14),-
28318,(12 12)to(14 14),-
28319,(12 12)to(14 14),-
28320,(12 12)to(14 14),-
28321,(12 12)to(14 14),-
28322,(12 12)to(14 14),-
28323,(12 12)to(14 14),-
28324,(12 12)to(14 14),-
28325,(12 12)to(14 14),-
28326,(12 12)to(14 14),-
28327,(12 12)to(14 14),-
28328,(12 12)to(14 14),-
28329,(12 12)to(14 14),-
28330,(12 12)to(14 14),-
28331,(12 12)to(14 14),-
28332,(12 12)to(14 14),-
28333,(12 12)to(14 14),-
28334,(12 12)to(14 14),-
28335,(12 12)to(14 14),-
28336,(12 12)to(14 14),-
28337,(12 12)to(14 14),-
28338,(12 12)to(14 14),-
28339,(12 12)to(14 14),-
28340,(12 12)to(14 14),-
28341,(12 12)to(14 14),-
28342,(12 12)to(14 14),-
28343,(12 12)to(14 14),-
28344,(12 12)to(14 14),-
28345,(12 12)to(14 14),-
28346,(12 12)to(14 14),-
28347,(12 12)to(14 14),-
28348,(12 12)to(14 14),6
28349,(12 12)to(14 14),-
28350,(12 12)to(14 14),-
28351,(12 12)to(14 14),-
28352,(12 12)to(14 14),-
28353,(12 12)to(14 14),-
28354,(12 12)to(14 14),-
28355,(12 12)to(14 14),-
28356,(12 12)to(14 14),-
28357,(12 12)to(14 14),-
28358,(12 12)to(14 14),-
28359,(12 12)to(14 14),-
28360,(12 12)to(14 14),-
28361,(12 12)to(14 14),-
28362,(12 12)to(14 14),-
28363,(12 12)to(14 14),-
28364,(12 12)to(14 14),-
28365,(12 12)to(14 14),-
28366,(12 12)to(14 14),-
28367,(12 12)to(14 14),-
28368,(12 12)to(14 14),-
28369,(12 12)to(14 14),-
28370,(12 12)to(14 14),-
28371,(12 12)to(14 14),5
28372,(12 12)to(14 14),-
28373,(12 12)to(14 14),-
28374,(12 12)to(14 14),-
28375,(12 12)to(14 14),5
28376,(12 12)to(14 14),-
28377,(12 12)to(14 14),-
28378,(12 12)to(14 14),4
28379,(12 12)to(14 14),-
28380,(12 12)to(14 14),-
28381,(12 12)to(14 14),-
28382,(12 12)to(14 14),-
28383,(12 12)to(14 14),-
28384,(12 12)to(14 14),-
28385,(12 12)to(14 14),-
28386,(12 12)to(14 14),-
28387,(12 12)to(14 14),-
28388,(12 12)to(14 14),-
28389,(12 12)to(14 14),-
28390,(12 12)to(14 14),5
28391,(12 12)to(14 14),-
28392,(12 12)to(14 14),5
28393,(12 12)to(14 14),-
28394,(12 12)to(14 14),-
28395,(12 12)to(14 14),5
28396,(12 12)to(14 14),-
28397,(12 12)to(14 14),-
28398,(12 12)to(14 14),-
28399,(12 12)to(14 14),-
28400,(12 12)to(14 14),-
28401,(12 12)to(14 14),-
28402,(12 12)to(14 14),-
28403,(12 12)to(14 14),-
28404,(12 12)to(14 14),-
28405,(12 12)to(14 14),-
28406,(12 12)to(14 14),-
28407,(12 12)to(14 14),-
28408,(12 12)to(14 14),-
28409,(12 12)to(14 14),-
28410,(12 12)to(14 14),-
28411,(12 12)to(14 14),-
28412,(12 12)to(14 14),-
28413,(12 12)to(14 14),-
28414,(12 12)to(14 14),-
28415,(12 12)to(14 14),-
28416,(12 12)to(14 14),-
28417,(12 12)to(14 14),-
28418,(12 12)to(14 14),-
28419,(12 12)to(14 14),-
28420,(12 12)to(14 14),-
28421,(12 12)to(14 14),-
28422,(12 12)to(14 14),-
28423,(12 12)to(14 14),-
28424,(12 12)to(14 14),4
28425,(12 12)to(14 14),4
28426,(12 12)to(14 14),-
28427,(12 12)to(14 14),-
28428,(12 12)to(14 14),-
28429,(12 12)to(14 14),-
28430,(12 12)to(14 14),-
28431,(12 12)to(14 14),5
28432,(12 12)to(14 14),-
28433,(12 12)to(14 14),-
28434,(12 12)to(14 14),-
28435,(12 12)to(14 14),5
28436,(12 12)to(14 14),-
28437,(12 12)to(14 14),-
28438,(12 12)to(14 14),-
28439,(12 12)to(14 14),-
28440,(12 12)to(14 14),-
28441,(12 12)to(14 14),-
28442,(12 12)to(14 14),-
28443,(12 12)to(14 14),-
28444,(12 12)to(14 14),-
28445,(12 12)to(14 14),-
28446,(12 12)to(14 14),-
28447,(12 12)to(14 14),-
28448,(12 12)to(14 14),-
28449,(12 12)to(14 14),-
28450,(12 12)to(14 14),4
28451,(12 12)to(14 14),4
28452,(12 12)to(14 14),6
28453,(12 12)to(14 14),-
28454,(12 12)to(14 14),-
28455,(12 12)to(14 14),-
28456,(12 12)to(14 14),-
28457,(12 12)to(14 14),-
28458,(12 12)to(14 14),-
28459,(12 12)to(14 14),-
28460,(12 12)to(14 14),-
28461,(12 12)to(14 14),-
28462,(12 12)to(14 14),-
28463,(12 12)to(14 14),5
28464,(12 12)to(14 14),-
28465,(12 12)to(14 14),-
28466,(12 12)to(14 14),6
28467,(12 12)to(14 14),-
28468,(12 12)to(14 14),-
28469,(12 12)to(14 14),-
28470,(12 12)to(14 14),-
28471,(12 12)to(14 14),-
28472,(12 12)to(14 14),-
28473,(12 12)to(14 14),-
28474,(12 12)to(14 14),-
28475,(12 12)to(14 14),-
28476,(12 12)to(14 14),-
28477,(12 12)to(14 14),-
28478,(12 12)to(14 14),-
28479,(12 12)to(14 14),5
28480,(12 12)to(14 14),-
28481,(12 12)to(14 14),-
28482,(12 12)to(14 14),-
28483,(12 12)to(14 14),-
28484,(12 12)to(14 14),-
28485,(12 12)to(14 14),-
28486,(12 12)to(14 14),-
28487,(12 12)to(14 14),-
28488,(12 12)to(14 14),-
28489,(12 12)to(14 14),-
28490,(12 12)to(14 14),5
28491,(12 12)to(14 14),-
28492,(12 12)to(14 14),-
28493,(12 12)to(14 14),-
28494,(12 12)to(14 14),-
28495,(12 12)to(14 14),-
28496,(12 12)to(14 14),-
28497,(12 12)to(14 14),-
28498,(12 12)to(14 14),-
28499,(12 12)to(14 14),-
28500,(12 12)to(14 14),-
28501,(12 12)to(14 14),-
28502,(12 12)to(14 14),-
28503,(12 12)to(14 14),-
28504,(12 12)to(14 14),-
28505,(12 12)to(14 14),-
28506,(12 12)to(14 14),-
28507,(12 12)to(14 14),5
28508,(12 12)to(14 14),-
28509,(12 12)to(14 14),-
28510,(12 12)to(14 14),6
28511,(12 12)to(14 14),-
28512,(12 12)to(14 14),-
28513,(12 12)to(14 14),-
28514,(12 12)to(14 14),-
28515,(12 12)to(14 14),-
28516,(12 12)to(14 14),-
28517,(12 12)to(14 14),6
28518,(12 12)to(14 14),-
28519,(12 12)to(14 14),-
28520,(12 12)to(14 14),6
28521,(12 12)to(14 14),-
28522,(12 12)to(14 14),-
28523,(12 12)to(14 14),-
28524,(12 12)to(14 14),-
28525,(12 12)to(14 14),-
28526,(12 12)to(14 14),-
28527,(12 12)to(14 14),-
28528,(12 12)to(14 14),-
28529,(12 12)to(14 14),-
28530,(12 12)to(14 14),-
28531,(12 12)to(14 14),-
28532,(12 12)to(14 14),-
28533,(12 12)to(14 14),-
28534,(12 12)to(14 14),5
28535,(12 12)to(14 14),5
28536,(12 12)to(14 14),-
28537,(12 12)to(14 14),-
28538,(12 12)to(14 14),-
28539,(12 12)to(14 14),-
28540,(12 12)to(14 14),-
28541,(12 12)to(14 14),-
28542,(12 12)to(14 14),-
28543,(12 12)to(14 14),-
28544,(12 12)to(14 14),-
28545,(12 12)to(14 14),-
28546,(12 12)to(14 14),5
28547,(12 12)to(14 14),-
28548,(12 12)to(14 14),-
28549,(12 12)to(14 14),-
28550,(12 12)to(14 14),-
28551,(12 12)to(14 14),-
28552,(12 12)to(14 14),-
28553,(12 12)to(14 14),6
28554,(12 12)to(14 14),-
28555,(12 12)to(14 14),-
28556,(12 12)to(14 14),-
28557,(12 12)to(14 14),-
28558,(12 12)to(14 14),-
28559,(12 12)to(14 14),-
28560,(12 12)to(14 14),-
28561,(12 12)to(14 14),-
28562,(12 12)to(14 14),6
28563,(12 12)to(14 14),-
28564,(12 12)to(14 14),-
28565,(12 12)to(14 14),-
28566,(12 12)to(14 14),5
28567,(12 12)to(14 14),-
28568,(12 12)to(14 14),-
28569,(12 12)to(14 14),-
28570,(12 12)to(14 14),-
28571,(12 12)to(14 14),-
28572,(12 12)to(14 14),-
28573,(12 12)to(14 14),-
28574,(12 12)to(14 14),-
28575,(12 12)to(14 14),-
28576,(12 12)to(14 14),-
28577,(12 12)to(14 14),-
28578,(12 12)to(14 14),-
28579,(12 12)to(14 14),-
28580,(12 12)to(14 14),-
28581,(12 12)to(14 14),-
28582,(12 12)to(14 14),-
28583,(12 12)to(14 14),-
28584,(12 12)to(14 14),-
28585,(12 12)to(14 14),-
28586,(12 12)to(14 14),-
28587,(12 12)to(14 14),-
28588,(12 12)to(14 14),-
28589,(12 12)to(14 14),-
28590,(12 12)to(14 14),-
28591,(12 12)to(14 14),-
28592,(12 12)to(14 14),6
28593,(12 12)to(14 14),-
28594,(12 12)to(14 14),-
28595,(12 12)to(14 14),-
28596,(12 12)to(14 14),-
28597,(12 12)to(14 14),-
28598,(12 12)to(14 14),5
28599,(12 12)to(14 14),-
28600,(12 12)to(14 14),-
28601,(12 12)to(14 14),4
28602,(12 12)to(14 14),-
28603,(12 12)to(14 14),-
28604,(12 12)to(14 14),-
28605,(12 12)to(14 14),-
28606,(12 12)to(14 14),-
28607,(12 12)to(14 14),-
28608,(12 12)to(14 14),-
28609,(12 12)to(14 14),-
28610,(12 12)to(14 14),-
28611,(12 12)to(14 14),-
28612,(12 12)to(14 14),-
28613,(12 12)to(14 14),4
28614,(12 12)to(14 14),4
